"","source_country","source_country_code","target_country_code","target_country","z","distance","m_levenshtein_distance","cult_dist","gdp_ratio"
"457","Croatia","HR","AE","United Arab Emirates",0.00141535661931962,6521.132,100.13,"21.57244",56.1405980574529
"458","Croatia","HR","GB","United Kingdom",0.0466056715361674,2919.8677,87.63,"85.32877",22.4155346237214
"459","Croatia","HR","US","United States",0.0419046656219987,13988.016,87.63,"78.05767",40.3792319036716
"460","Czech Republic","CZ","AU","Australia",0.00713053924703056,22878.373,91.28,"42.54409",16.3386422175539
"461","Czech Republic","CZ","AT","Austria",0.0307698269681645,452.4722,92.22,"41.91658",19.1087447448799
"462","Czech Republic","CZ","BE","Belgium",0.0120327849793641,1266.6589,93.27,"40.86563",14.7055116028635
"463","Czech Republic","CZ","BR","Brazil",0.00412718711852584,15698.822,95.3,"39.69887",17.6037075822844
"464","Czech Republic","CZ","BG","Bulgaria",0.001414481970199,1767.8777,54.11,"46.42198",16.6625306949162
"465","Czech Republic","CZ","CA","Canada",0.00926195043500165,9969.514,91.28,"35",16.4925507101936
"466","Czech Republic","CZ","CL","Chile",0.00056191749501056,20871.75,90.16,"49.4166",9.74040315772702
"467","Czech Republic","CZ","CO","Colombia",0.00056191749501056,15454.507,90.16,"58.70264",20.6012591104967
"468","Czech Republic","CZ","HR","Croatia",0.0327074735026836,958.3312,43.72,"46.15192",11.1126077794919
"469","Czech Republic","CZ","CZ","Czech Republic",0.0821174601329226,0,0,"0",0
"470","Czech Republic","CZ","DK","Denmark",0.0103857854250228,1210.3757,94.38,"63.1427",17.5306524698757
"471","Czech Republic","CZ","EE","Estonia",0.00127884671278265,1860.368,98.55,"21.2132",4.18264902512512
"472","Czech Republic","CZ","FI","Finland",0.00707240985099498,2888.3552,96.95,"24.79919",11.5675075332472
"473","Czech Republic","CZ","FR","France",0.0732430390048247,1708.9174,92.27,"37.49667",10.1977504432407
"474","Czech Republic","CZ","DE","Germany",0.0757813559650449,621.9999,92.22,"24.55606",18.6008265544536
"475","Czech Republic","CZ","GR","Greece",0.0124396907516131,2321.0273,97.34,"52.36411",5.47383382831312
"476","Czech Republic","CZ","HK","Hong Kong",0.00189889360382879,14034.053,100.94,"65.93179",29.8160993295155
"477","Czech Republic","CZ","HU","Hungary",0.0325330853145769,671.49817,94.31,"50.17968",6.8712678451328
"478","Czech Republic","CZ","IS","Iceland",0.00546416322734407,4203.0815,97.02,"42.7785",15.5822201103059
"479","Czech Republic","CZ","IN","India",0.00166637601968649,10648.454,93.12,"56.04462",29.8522421346361
"480","Czech Republic","CZ","ID","Indonesia",0.00730492743513728,17893.992,99.92,"66.7982",24.0328696050493
"481","Czech Republic","CZ","IE","Ireland",0.0106570559398555,2700.4841,91.28,"47.36032",22.168784658958
"482","Czech Republic","CZ","IL","Israel",0.0106570559398555,4205.049,99.45,"23.51595",3.40994433001622
"483","Czech Republic","CZ","IT","Italy",0.12379623709043,1464.0062,89.2,"34.27827",5.19420380218499
"484","Czech Republic","CZ","JP","Japan",0.0102695266329516,14239.778,101.68,"57.69749",7.2723640444475
"485","Czech Republic","CZ","KR","Korea, Republic of",0.00215078765331628,13516.302,99.26,"48.80574",NA
"486","Czech Republic","CZ","MY","Malaysia",0.00339088143540855,16002.231,97.35,"85.17042",5.76204108997019
"487","Czech Republic","CZ","MT","Malta",0.00364277548489605,2483.6794,98.39,"30.4959",0.488626288528218
"488","Czech Republic","CZ","MX","Mexico",0.00466972814819121,15818.949,90.16,"59.4979",16.0693558241307
"489","Czech Republic","CZ","MA","Morocco",0.00253831696022012,4407.1167,99.02,"49.13247",27.6894926170946
"490","Czech Republic","CZ","NL","Netherlands",0.0224573233350772,1219.8483,93.09,"43.5316",20.8486763148082
"491","Czech Republic","CZ","NZ","New Zealand",0.00453409289077486,29016.355,91.28,"37.46999",7.22907377503951
"492","Czech Republic","CZ","NO","Norway",0.0107539382665814,2654.907,90.65,"45.62894",41.6228800424675
"493","Czech Republic","CZ","PE","Peru",0.000523164564320177,17413.498,90.16,"52.75415",22.2544279958331
"494","Czech Republic","CZ","PH","Philippines",0.00191827006917398,16169.03,99.23,"73.60706",28.3198668182468
"495","Czech Republic","CZ","PL","Poland",0.0178069716522312,561.0882,44.05,"42.60282",6.84238849038011
"496","Czech Republic","CZ","PT","Portugal",0.026681392780329,3466.087,95.3,"53.30103",2.43447432878877
"497","Czech Republic","CZ","RO","Romania",0.00215078765331628,1331.407,90.89,"63.82789",13.2982707849693
"498","Czech Republic","CZ","RU","Russian Federation",0.00377841074231239,7687.519,60.85,"65.16901",5.76534792689882
"499","Czech Republic","CZ","SG","Singapore",0.00149198783157976,15727.846,102.01,"85.61542",63.2597797516717
"500","Czech Republic","CZ","SI","Slovenia",0.00759557441531516,656.0474,35.68,"55.93747",0.537409953713394
"501","Czech Republic","CZ","ZA","South Africa",0.00104632912864035,14085.357,101.2,"34.55431",20.9769547158512
"502","Czech Republic","CZ","ES","Spain",0.0742118622720843,2874.809,90.16,"26.1916",3.38775135035689
"503","Czech Republic","CZ","SE","Sweden",0.00753744501927958,2228.98,93.25,"61.7252",17.8527892546331
"504","Czech Republic","CZ","CH","Switzerland",0.00776996260342188,1014.6174,89.6,"31.33688",32.4150659260898
"505","Czech Republic","CZ","TH","Thailand",0.00720804510841132,13873.307,100.78,"50.05996",17.728100810905
"506","Czech Republic","CZ","TR","Turkey",0.00751806855393439,3170.6553,99.03,"39.02563",13.542162106198
"507","Czech Republic","CZ","UA","Ukraine",0.0016469995543413,1852.705,55.7,"17.79802",26.2700265287378
"508","Czech Republic","CZ","AE","United Arab Emirates",0.00246081109883935,7011.254,99.64,"51.02759",45.0279902779611
"509","Czech Republic","CZ","GB","United Kingdom",0.0666162878567692,2237.5728,91.28,"54.06478",11.3029268442295
"510","Czech Republic","CZ","US","United States",0.0923869867658742,13283.3125,91.28,"46.76537",29.2666241241797
"511","Denmark","DK","AU","Australia",0.0109367570137898,23172.521,69.62,"58.21512",1.19201025232179
"512","Denmark","DK","AT","Austria",0.00567687186802736,1525.4352,66.64,"81.1665",1.57809227500419
"513","Denmark","DK","BE","Belgium",0.00626943194703537,1266.292,72.69,"93.24699",2.82514086701215
"514","Denmark","DK","BR","Brazil",0.00408208054427741,15844.648,94.81,"88.2893",35.1343600521601
"515","Denmark","DK","BG","Bulgaria",0.000673031200848605,2882.6997,95.01,"95.18403",34.1931831647919
"516","Denmark","DK","CA","Canada",0.00874940561103186,8791.433,69.62,"48.96938",1.03810175968213
"517","Denmark","DK","CL","Chile",0.00092176012290135,20998.27,91.72,"93.48262",27.2710556276027
"518","Denmark","DK","CO","Colombia",0.00104612458392772,15018.584,91.72,"108.0509",38.1319115803724
"519","Denmark","DK","HR","Croatia",0.0139434507480157,2158.7522,91.01,"92.36341",28.6432602493676
"520","Denmark","DK","CZ","Czech Republic",0.00792274772303303,1210.3757,94.38,"63.1427",17.5306524698757
"521","Denmark","DK","DK","Denmark",0.205947547459673,0,0,"0",0
"522","Denmark","DK","EE","Estonia",0.000987600131680018,1362.4303,101.1,"47.38143",21.7133014950008
"523","Denmark","DK","FI","Finland",0.00278722703829694,2013.7144,101.09,"41.73727",5.96314493662847
"524","Denmark","DK","FR","France",0.0758623212260873,2061.3574,93.88,"84.89405",7.33290202663498
"525","Denmark","DK","DE","Germany",0.0848970335418267,901.3733,66.64,"67.83804",1.07017408457786
"526","Denmark","DK","GR","Greece",0.00795200994915688,3514.1472,97.8,"113.5209",23.0044862981888
"527","Denmark","DK","HK","Hong Kong",0.00139727129741395,13996.384,100.56,"81.35109",12.2854468596398
"528","Denmark","DK","HU","Hungary",0.0112805881707451,1829.2471,98.31,"97.39097",24.4019203150085
"529","Denmark","DK","IS","Iceland",0.00943706792494239,3077.0947,66.09,"33.24154",1.94843235956981
"530","Denmark","DK","IN","India",0.000760817879220162,11124.166,92.24,"77.75603",47.3828946045118
"531","Denmark","DK","ID","Indonesia",0.00536961849372691,18102.994,101.3,"93.40771",41.563522074925
"532","Denmark","DK","IE","Ireland",0.00537693405025787,2098.6753,69.62,"54.44263",4.63813218908233
"533","Denmark","DK","IL","Israel",0.00684004535645049,5307.9946,96.82,"68.92024",14.1207081398595
"534","Denmark","DK","IT","Italy",0.0840191667581111,2558.026,90.92,"81.53527",12.3364486676907
"535","Denmark","DK","JP","Japan",0.0123413438677347,13749.192,103.23,"114.3766",10.2582884254282
"536","Denmark","DK","KR","Korea, Republic of",0.00165331577599766,13105.682,101.48,"96.29642",NA
"537","Denmark","DK","MY","Malaysia",0.00163868466293573,16272.121,99.59,"105",23.2926935598459
"538","Denmark","DK","MT","Malta",0.00215808917663411,3632.259,100.06,"89.21323",18.0192787584039
"539","Denmark","DK","MX","Mexico",0.00406013387468452,14833.973,91.72,"110.431",33.6000082940064
"540","Denmark","DK","MA","Morocco",0.00433080946633015,4944.283,98.9,"92.19002",45.2201450869703
"541","Denmark","DK","NL","Netherlands",0.0200446248948389,977.6179,67.66,"36.60601",3.3180238449325
"542","Denmark","DK","NZ","New Zealand",0.00311642708219028,28740.674,69.62,"49.80964",10.3015786948362
"543","Denmark","DK","NO","Norway",0.0153846153846154,1604.3783,47.85,"31.41656",24.0922275725918
"544","Denmark","DK","PE","Peru",0.000790080105344014,17133.68,91.72,"101.2522",39.7850804657088
"545","Denmark","DK","PH","Philippines",0.00191667581111233,16124.6,99.27,"101.415",45.8505192881224
"546","Denmark","DK","PL","Poland",0.00664252533011449,1093.4592,97.12,"99.49874",24.3730409602558
"547","Denmark","DK","PT","Portugal",0.0207761805479352,3751.9536,94.81,"104.9762",19.9651267986645
"548","Denmark","DK","RO","Romania",0.00139727129741395,2357.3938,89.73,"110.8377",30.8289232548449
"549","Denmark","DK","RU","Russian Federation",0.00092176012290135,7181.471,96.27,"111.5079",23.2960003967745
"550","Denmark","DK","SG","Singapore",0.00119243571454698,16122.449,101.48,"85.44589",45.729127281796
"551","Denmark","DK","SI","Slovenia",0.00130216906251143,1829.7003,92.23,"96.18732",18.0680624235891
"552","Denmark","DK","ZA","South Africa",0.00381140495263177,15276.4795,97.69,"62.66578",38.5076071857269
"553","Denmark","DK","ES","Spain",0.0856724825341088,3349.2148,91.72,"81.82298",14.1429011195188
"554","Denmark","DK","SE","Sweden",0.029342697245693,1213.1798,52.92,"18.30301",0.322136784757399
"555","Denmark","DK","CH","Switzerland",0.0049160539888072,1713.0708,77.53,"66.58078",14.8844134562141
"556","Denmark","DK","TH","Thailand",0.00629137861662826,14160.911,100.66,"83.88683",35.2587532807807
"557","Denmark","DK","TR","Turkey",0.00618896082519478,4155.5645,101.9,"91.4221",31.0728145760737
"558","Denmark","DK","UA","Ukraine",0.000797395661874977,2539.7332,94.98,"69.94595",43.8006789986135
"559","Denmark","DK","AE","United Arab Emirates",0.00152163575844032,7901.9546,98.54,"89.3895",27.4973378080854
"560","Denmark","DK","GB","United Kingdom",0.0559640074618677,1550.2991,69.62,"56.19609",6.22772562564615
"561","Denmark","DK","US","United States",0.108811587841545,12264.485,69.62,"58.46367",11.735971654304
"562","Estonia","EE","AU","Australia",0.0125977410947003,21846.71,98.77,"44.24929",20.521291242679
"563","Estonia","EE","AT","Austria",0.00941210541558065,2310.8992,95.76,"58.02586",23.291393770005
"564","Estonia","EE","BE","Belgium",0.0101361135244715,2561.9663,99.29,"50.81339",18.8881606279887
"565","Estonia","EE","BR","Brazil",0.00427164784245584,17202.975,97.96,"44.06813",13.4210585571593
"566","Estonia","EE","BG","Bulgaria",0.00209962351578338,2839.7761,97.2,"50.24938",12.4798816697911
"567","Estonia","EE","CA","Canada",0.00419924703156675,9131.342,98.77,"32.07803",20.6751997353187
"568","Estonia","EE","CL","Chile",0.000506805676223574,22360.055,96.74,"50.77401",5.5577541326019
"569","Estonia","EE","CO","Colombia",0.00108601216333623,16269.918,96.74,NA,16.4186100853716
"570","Estonia","EE","HR","Croatia",0.0288879235447437,2693.5918,95.02,"48.14561",6.92995875436677
"571","Estonia","EE","CZ","Czech Republic",0.0125977410947003,1860.368,98.55,"21.2132",4.18264902512512
"572","Estonia","EE","DK","Denmark",0.0146249637995946,1362.4303,101.1,"47.38143",21.7133014950008
"573","Estonia","EE","EE","Estonia",0.0788444830582102,0,0,"0",0
"574","Estonia","EE","FI","Finland",0.0375760208514335,1140.8434,41.93,"8.660254",15.7501565583723
"575","Estonia","EE","FR","France",0.084781349551115,3301.3655,97.71,"41.833",14.3803994683658
"576","Estonia","EE","DE","Germany",0.0518389805965827,1996.9496,95.76,"37.3497",22.7834755795787
"577","Estonia","EE","GR","Greece",0.0136113524471474,3639.1562,98.61,"66.76826",1.291184803188
"578","Estonia","EE","HK","Hong Kong",0.00224442513756154,12634.436,100.57,"60.8194",33.9987483546407
"579","Estonia","EE","HU","Hungary",0.0120909354184767,2128.8528,86.9,"65.45227",2.68861882000768
"580","Estonia","EE","IS","Iceland",0.00557486243845931,3807.9578,99.27,"24.4949",19.764869135431
"581","Estonia","EE","IN","India",0.00188242108311613,9926.515,97.05,NA,25.669593109511
"582","Estonia","EE","ID","Indonesia",0.00796408919779902,16769.201,101.37,"62.92853",19.8502205799242
"583","Estonia","EE","IE","Ireland",0.00419924703156675,3415.0637,98.77,"48.09366",26.3514336840831
"584","Estonia","EE","IL","Israel",0.00448885027512308,5014.4927,100.45,"38.66523",7.59259335514133
"585","Estonia","EE","IT","Italy",0.109904430929626,3302.523,97.01,"46.70118",9.37685282731011
"586","Estonia","EE","JP","Japan",0.00933970460469157,12477.591,94.9,"75.10659",11.4550130695726
"587","Estonia","EE","KR","Korea, Republic of",0.00152041702867072,11800.847,100.19,"53.57238",NA
"588","Estonia","EE","MY","Malaysia",0.00246162757022879,14959.019,104.23,"78.91768",1.57939206484507
"589","Estonia","EE","MT","Malta",0.00506805676223574,4242.5396,100.38,"42.91853",3.6940227365969
"590","Estonia","EE","MX","Mexico",0.00333043730089777,15585.049,96.74,"67.72001",11.8867067990056
"591","Estonia","EE","MA","Morocco",0.00217202432667246,6161.034,98.72,"52.13444",23.5068435919695
"592","Estonia","EE","NL","Netherlands",0.0228062554300608,2303.4497,97.77,"26.62705",25.0313253399333
"593","Estonia","EE","NZ","New Zealand",0.00260642919200695,27439.795,98.77,"39.87481",11.4117228001646
"594","Estonia","EE","NO","Norway",0.0166521865044888,1230.9336,99.1,"27.313",45.8055290675926
"595","Estonia","EE","PE","Peru",0.000144801621778164,18440.26,96.74,"58.18075",18.071778970708
"596","Estonia","EE","PH","Philippines",0.00289603243556328,14762.214,102.51,"71.49825",24.1372177931216
"597","Estonia","EE","PL","Poland",0.0136837532580365,1335.4384,96.4,"55.03635",2.65973946525499
"598","Estonia","EE","PT","Portugal",0.028308717057631,5053.3916,97.96,"59.62382",1.74817469633635
"599","Estonia","EE","RO","Romania",0.000868809730668983,2263.5703,98.24,"66.66333",9.11562175984413
"600","Estonia","EE","RU","Russian Federation",0.0286707211120765,5903.4517,98.72,"67.16398",1.5826989017737
"601","Estonia","EE","SG","Singapore",0.00253402838111787,14856.546,97.43,"76.05261",67.4424287767968
"602","Estonia","EE","SI","Slovenia",0.00181002027222705,2476.235,97.11,"54.35991",3.64523907141173
"603","Estonia","EE","ZA","South Africa",0.00072400810889082,15583.031,101.67,NA,16.794305690726
"604","Estonia","EE","ES","Spain",0.0941934549666956,4577.098,96.74,"34.49638",7.57040037548201
"605","Estonia","EE","SE","Sweden",0.0154213727193745,916.6627,96.83,"42.28475",22.0354382797582
"606","Estonia","EE","CH","Switzerland",0.00427164784245584,2770.3794,93.65,"41.27953",36.597714951215
"607","Estonia","EE","TH","Thailand",0.0133941500144802,12859.789,102.32,"46.98936",13.5454517857799
"608","Estonia","EE","TR","Turkey",0.00774688676513177,3705.106,97.33,"45.33211",9.35951308107287
"609","Estonia","EE","UA","Ukraine",0.00325803649000869,1939.7848,98.22,"24.65605",22.0873775036127
"610","Estonia","EE","AE","United Arab Emirates",0.00267883000289603,7136.981,101.99,"51.21017",49.2106393030862
"611","Estonia","EE","GB","United Kingdom",0.0499565595134666,2866.5962,98.77,"52.79205",15.4855758693547
"612","Estonia","EE","US","United States",0.0731248189979728,12985.187,98.77,"46.70118",33.4492731493048
"613","Finland","FI","AU","Australia",0.0166284495614387,21724.07,101.39,"45.02222",4.77113468430669
"614","Finland","FI","AT","Austria",0.00930038644709203,3320.9744,96.31,"58.97457",7.54123721163267
"615","Finland","FI","BE","Belgium",0.00697528983531902,3273.897,98.81,"56.36488",3.13800406961632
"616","Finland","FI","BR","Brazil",0.00347962734313615,17612.182,98.17,"52.33546",29.1712151155316
"617","Finland","FI","BG","Bulgaria",0.000721581707101967,3977.1748,99.2,NA,28.2300382281634
"618","Finland","FI","CA","Canada",0.00784118788384138,8208.539,101.39,"33.49627",4.92504317694634
"619","Finland","FI","CL","Chile",0.000865898048522361,22685.39,98.91,"56.85947",21.3079106909742
"620","Finland","FI","CO","Colombia",0.00131488222183025,16143.0205,98.91,"74.4379",32.168766643744
"621","Finland","FI","HR","Croatia",0.03178166541058,3784.5552,97.27,"56.00893",22.6801153127391
"622","Finland","FI","CZ","Czech Republic",0.0137581578820775,2888.3552,96.95,"24.79919",11.5675075332472
"623","Finland","FI","DK","Denmark",0.0368327373602938,2013.7144,101.09,"41.73727",5.96314493662847
"624","Finland","FI","EE","Estonia",0.0328399852476629,1140.8434,41.93,"8.660254",15.7501565583723
"625","Finland","FI","FI","Finland",0.114539069640652,0,0,"0",0
"626","Finland","FI","FR","France",0.0767281881885092,4074.6155,98.89,"48.03124",1.36975709000651
"627","Finland","FI","DE","Germany",0.0614306559979475,2858.45,96.31,"40.69398",7.03331902120634
"628","Finland","FI","GR","Greece",0.00992575725991373,4779.7915,100.76,"72.68425",17.0413413615603
"629","Finland","FI","HK","Hong Kong",0.00298253772268813,12353.824,101.01,"67.30527",18.2485917962683
"630","Finland","FI","HU","Hungary",0.0172377852252137,3245.7954,85.07,"69.50539",18.43877537838
"631","Finland","FI","IS","Iceland",0.00992575725991373,3342.739,101.62,"18.84144",4.01471257705866
"632","Finland","FI","IN","India",0.000994179240896044,10217.927,95.86,"58.49786",41.4197496678833
"633","Finland","FI","ID","Indonesia",0.00550005612302166,16661.375,99.24,"70.33492",35.6003771382966
"634","Finland","FI","IE","Ireland",0.00618956753203021,3690.7188,101.39,"49.13247",10.6012771257108
"635","Finland","FI","IL","Israel",0.00402482241072431,6083.0923,100.21,"37.49667",8.15756320323101
"636","Finland","FI","IT","Italy",0.0770969966165835,4352.2583,101.91,"51.47815",6.37330373106223
"637","Finland","FI","JP","Japan",0.0186168080432308,11784.734,96.83,"81.1172",4.29514348879972
"638","Finland","FI","KR","Korea, Republic of",0.00272597533794077,11182.692,102.57,"59.99166",NA
"639","Finland","FI","MY","Malaysia",0.00195628818369867,14938.771,101.66,"86.6891",17.3295486232174
"640","Finland","FI","MT","Malta",0.00285425653031445,5339.294,100.18,"48.52834",12.0561338217754
"641","Finland","FI","MX","Mexico",0.00453794718021904,14863.858,98.91,"75.96709",27.6368633573779
"642","Finland","FI","MA","Morocco",0.00152333915943749,6955.6914,98.04,"60.19136",39.2570001503419
"643","Finland","FI","NL","Netherlands",0.0211343264435643,2975.7183,98.7,"22.22611",9.28116878156098
"644","Finland","FI","NZ","New Zealand",0.0063338838734506,26759.275,101.39,"38.74274",4.33843375820771
"645","Finland","FI","NO","Norway",0.0114651315683979,628.93463,100.4,"21.09502",30.0553725092203
"646","Finland","FI","PE","Peru",0.000689511409008547,18430.492,98.91,"64.88451",33.8219355290803
"647","Finland","FI","PH","Philippines",0.00238923720795985,14447.581,98.17,"79.69316",39.887374351494
"648","Finland","FI","PL","Poland",0.00938056219232558,2416.9412,95.46,"61.9193",18.4098960236273
"649","Finland","FI","PT","Portugal",0.0253355354938024,5730.7007,98.17,"65.16134",14.001981862036
"650","Finland","FI","RO","Romania",0.000625370812821705,3402.6868,99.98,"74.53188",24.8657783182165
"651","Finland","FI","RU","Russian Federation",0.00662251655629139,5251.005,96.79,"74.64583",17.332855460146
"652","Finland","FI","SG","Singapore",0.00298253772268813,14961.465,96.63,"81.33265",51.6922722184245
"653","Finland","FI","SI","Slovenia",0.00426534964642496,3534.5237,97.69,"60.24948",12.1049174869606
"654","Finland","FI","ZA","South Africa",0.00194025303465196,16721.523,100.32,"41.58125",32.5444622490984
"655","Finland","FI","ES","Spain",0.0967400541988038,5361.3315,98.91,"41.29165",8.17975618289033
"656","Finland","FI","SE","Sweden",0.0257203790709235,831.6683,96.14,"37.53665",6.28528172138587
"657","Finland","FI","CH","Switzerland",0.00550005612302166,3677.1306,94,"44.30576",20.8475583928426
"658","Finland","FI","TH","Thailand",0.0105671632217821,12893.666,100.33,"53.84236",29.2956083441522
"659","Finland","FI","TR","Turkey",0.00660648140724468,4748.852,96.48,"52.93392",25.1096696394452
"660","Finland","FI","UA","Ukraine",0.000625370812821705,3005.4158,99.78,"32.31399",37.8375340619851
"661","Finland","FI","AE","United Arab Emirates",0.00303064316982826,7945.4478,98.99,"59.44403",33.4604827447138
"662","Finland","FI","GB","United Kingdom",0.0435514648108654,3187.885,101.39,"53.44156",0.264580689017679
"663","Finland","FI","US","United States",0.0923945288071453,12263.936,101.39,"47.93746",17.6991165909325
"664","France","FR","AU","Australia",0.00595503468023377,24520.229,92.06,"54.16641",6.14089177431319
"665","France","FR","AT","Austria",0.00373513062515723,1384.1785,97.01,"71.11259",8.91099430163918
"666","France","FR","BE","Belgium",0.0182740209548064,809.65857,94.15,"14.49138",4.50776115962283
"667","France","FR","BR","Brazil",0.00500073333080796,14008.98,78.74,"35.01428",27.8014580255251
"668","France","FR","BG","Bulgaria",0.000471080055441752,3026.2966,91.67,"41.17038",26.8602811381569
"669","France","FR","CA","Canada",0.0197873049267203,9639.913,92.06,"49.46716",6.29480026695285
"670","France","FR","CL","Chile",0.000770240173124349,19184.219,84.03,"50.53711",19.9381536009677
"671","France","FR","CO","Colombia",0.000740129901539412,13847.083,84.03,"61.98387",30.7990095537375
"672","France","FR","HR","Croatia",0.0131042815834895,1816.2952,90.6,"38.91015",21.3103582227326
"673","France","FR","CZ","Czech Republic",0.00609927259411645,1708.9174,92.27,"37.49667",10.1977504432407
"674","France","FR","DK","Denmark",0.00563159208546655,2061.3574,93.88,"84.89405",7.33290202663498
"675","France","FR","EE","Estonia",0.000400175222354643,3301.3655,97.71,"41.833",14.3803994683658
"676","France","FR","FI","Finland",0.00143315179753465,4074.6155,98.89,"48.03124",1.36975709000651
"677","France","FR","FR","France",0.456866550305036,0,0,"0",0
"678","France","FR","DE","Germany",0.0203895103584191,1312.836,97.01,"45.55217",8.40307611121284
"679","France","FR","GR","Greece",0.0111388578882598,3181.7617,95.36,"47.24405",15.6715842715538
"680","France","FR","HK","Hong Kong",0.00109076887064142,15738.536,97.57,"74.57211",19.6183488862748
"681","France","FR","HU","Hungary",0.00536594178616074,2125.336,96.93,"51.049",17.0690182883735
"682","France","FR","IS","Iceland",0.00325336627979824,3937.4573,92.24,"62.84903",5.38446966706517
"683","France","FR","IN","India",0.000651741684951372,12265.625,91.35,"53.8052",40.0499925778768
"684","France","FR","ID","Indonesia",0.00371521899394784,19581.727,98.76,"69.29646",34.23062004829
"685","France","FR","IE","Ireland",0.0098985089587771,1759.9592,92.06,"69.47662",11.9710342157173
"686","France","FR","IL","Israel",0.00368899391869644,5238.6636,92.54,"57.92236",6.7878061132245
"687","France","FR","IT","Italy",0.0917707656459285,1541.46,78.65,"34.62658",5.00354664105572
"688","France","FR","JP","Japan",0.0109552823615,15776.381,102.88,"59.67411",2.92538639879321
"689","France","FR","KR","Korea, Republic of",0.00132436630019552,15100.451,99.93,"53.75872",NA
"690","France","FR","MY","Malaysia",0.000918848932882262,17678.47,98.69,"76.61593",15.9597915332109
"691","France","FR","MT","Malta",0.00215239876878128,2460.854,97.28,"20.09975",10.6863767317689
"692","France","FR","MX","Mexico",0.00248409740575728,14793.389,84.03,"50.41825",26.2671062673714
"693","France","FR","MA","Morocco",0.00600845612981995,2884.0928,98.42,"50.43808",37.8872430603353
"694","France","FR","NL","Netherlands",0.0209572346726576,1115.6758,92.77,"53.95368",10.6509258715675
"695","France","FR","NZ","New Zealand",0.00199456266773121,30712.596,92.06,"61.43289",2.9686766682012
"696","France","FR","NO","Norway",0.00361760343606764,3625.463,94.31,"62.40192",31.4251295992268
"697","France","FR","PE","Peru",0.000585693347281188,15737.172,84.03,"55.16339",32.4521784390738
"698","France","FR","PH","Philippines",0.00049196298573453,17874.18,101.89,"66.34757",38.5176172614875
"699","France","FR","PL","Poland",0.00326405056971548,2222.955,94.2,"24.71841",17.0401389336208
"700","France","FR","PT","Portugal",0.0396935939911554,1776.2389,78.74,"49.28489",12.6322247720295
"701","France","FR","RO","Romania",0.000866884431921162,2816.7812,78.89,"46.71188",23.49602122821
"702","France","FR","RU","Russian Federation",0.0010592016504314,9201.636,93.84,"42.17819",15.9630983701395
"703","France","FR","SG","Singapore",0.000816376879585139,17359.676,101.86,"93.52005",53.062029308431
"704","France","FR","SI","Slovenia",0.00117138669456238,1581.9601,90.51,"50.24938",10.7351603969541
"705","France","FR","ZA","South Africa",0.00115196071289468,13857.935,100.76,"46.54031",31.1747051590919
"706","France","FR","ES","Spain",0.0805901418970831,1288.9191,84.03,"22.84732",6.80999909288382
"707","France","FR","SE","Sweden",0.00398232624187873,3262.8064,94.85,"77.85885",7.65503881139238
"708","France","FR","CH","Switzerland",0.00548055507800017,747.7181,93.81,"51.7494",22.2173154828491
"709","France","FR","TH","Thailand",0.00402069255567244,15549.69,100.75,"56.40922",27.9258512541457
"710","France","FR","TR","Turkey",0.00474139647554415,4506.138,98.68,"34.1321",23.7399125494387
"711","France","FR","UA","Ukraine",0.000377835343436786,3513.663,93.98,"26.51208",36.4677769719786
"712","France","FR","AE","United Arab Emirates",0.00070710573270432,8329.335,97.3,"50.55946",34.8302398347203
"713","France","FR","GB","United Kingdom",0.0382439301092032,1633.8691,92.06,"67.40178",1.10517640098883
"714","France","FR","US","United States",0.0473653998012722,12364.505,92.06,"56.0803",19.068873680939
"715","Germany","DE","AU","Australia",0.0158302123235344,23429.648,72.61,"27.40438",2.26218433689965
"716","Germany","DE","AT","Austria",0.0195007155124341,706.13934,0,"30.23243",0.507918190426332
"717","Germany","DE","BE","Belgium",0.0117390287352284,685.8165,57,"44.14748",3.89531495159001
"718","Germany","DE","BR","Brazil",0.00461859051610281,15303.005,94.09,"49.06119",36.2045341367379
"719","Germany","DE","BG","Bulgaria",0.000708842026060839,2369.9746,91.56,"60.58052",35.2633572493697
"720","Germany","DE","CA","Canada",0.0132474303364821,9456.243,72.61,"25.88436",2.10827584425999
"721","Germany","DE","CL","Chile",0.00117665997550626,20477.43,93.57,"67.86015",28.3412297121806
"722","Germany","DE","CO","Colombia",0.00112685426225732,14879.047,93.57,"64.56779",39.2020856649503
"723","Germany","DE","HR","Croatia",0.0175084869824764,1395.0668,91.36,"59.16925",29.7134343339454
"724","Germany","DE","CZ","Czech Republic",0.0155980821242848,621.9999,92.22,"24.55606",18.6008265544536
"725","Germany","DE","DK","Denmark",0.0189724191969007,901.3733,66.64,"67.83804",1.07017408457786
"726","Germany","DE","EE","Estonia",0.00127182446332121,1996.9496,95.76,"37.3497",22.7834755795787
"727","Germany","DE","FI","Finland",0.00316977789320054,2858.45,96.31,"40.69398",7.03331902120634
"728","Germany","DE","FR","France",0.0708726405655083,1312.836,97.01,"45.55217",8.40307611121284
"729","Germany","DE","DE","Germany",0.248357078503587,0,0,"0",0
"730","Germany","DE","GR","Greece",0.00958582102494821,2855.0457,96.66,"62.76145",24.0746603827667
"731","Germany","DE","HK","Hong Kong",0.0015902252730198,14467.306,98.93,"65.03845",11.215272775062
